id,first_name,last_name,email,gender,year_level,major,CoreCourses_Sem1,CoreCourses_Sem2,CoreCourses_Summer,Electivesminor_Sem1,Electivesminor_Sem2
620131103,Phebe,Balshaw,Phebe.Balshaw@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"PHYS2386, CHEM2010","GEOG3132, GEOG2332, COMP3410"
620131104,Sher,Bannester,Sher.Bannester@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,"GEOG2231, GEOG2331, CHEM2310","GEOG2332, ELET1405, BIOL2312, GEOL2203"
620131105,Sandra,Fowlds,Sandra.Fowlds@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"CHEM2310, GEOG2331, GEOG3331","ELET2410, MATH2411, ELET2420"
620131106,Zarah,Beeble,Zarah.Beeble@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"ELET3405, CHEM2011, MATH3405, MATH2401","MATH3403, GEOG2332, PHYS3341, ELET2415"
620131107,Stefa,Grenville,Stefa.Grenville@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"GEOG2331, CHEM2310, BIOC3013","MATH3424, COMP3192, GEOG2232"
620131108,Dominique,MacPherson,Dominique.MacPherson@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"COMP3191, COMP3912","COMP3192, GEOG2131, ELET2415, MATH2411"
620131109,Crysta,Melhuish,Crysta.Melhuish@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"GEOL2202, BIOC3013","MATH3424, COMP3192, BIOL2312, CHEM2111"
620131110,Ralina,O' Hern,Ralina.O' Hern@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",ELET2430,ELET2415
620131111,Axel,Rother,Axel.Rother@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"COMP3911, COMP3912, ELET3211","MATH3404, ELET2210"
620131112,Cass,Urwen,Cass.Urwen@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"MATH2421, COMP3912, GEOG2131",PHYS2296
620131113,Addison,Gittins,Addison.Gittins@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"MATH3155, ELET3211","PHYS3300, PHYS2561"
620131114,Gaby,Orys,Gaby.Orys@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MICR1011, BIOC1021",PHYS1422
620131115,Sandy,Crus,Sandy.Crus@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","COMP3801, MATH2401, CHEM2402, MATH3155","MATH2403, GEOG2332"
620131116,Omero,Heigl,Omero.Heigl@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"MATH3401, GEOG2331, ELET2405, COMP3912","PHYS2296, ELET2210"
620131117,Vannie,Stegel,Vannie.Stegel@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,GEOG2231,"CHEM2111, CHEM3011, ELET2420"
620131118,Elston,Dugdale,Elston.Dugdale@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","CHEM2011, MATH2404, MATH1141","MATH2411, PHYS2200"
620131119,Leland,Simak,Leland.Simak@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201",GEOG2131,"GEOL1104, MICR1010"
620131120,Nicki,Reidshaw,Nicki.Reidshaw@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"MATH1142, PHYS2386, PHYS2300",MATH2403
620131121,Sanderson,Fitzhenry,Sanderson.Fitzhenry@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"GEOG1231, PHYS1411, PHYS1412",MATH1151
620131122,Nolly,Gowling,Nolly.Gowling@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",GEOL2202,"CHEM3011, COMP3702, COMP2802, MATH2407"
620131123,Kari,Dodgson,Kari.Dodgson@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MICR1011, GEOG1231",BIOC1021
620131124,Thedrick,Dyzart,Thedrick.Dyzart@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"COMP3802, GEOL3002, ELET3211, GEOG3331",GEOG3132
620131125,Row,Jobin,Row.Jobin@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",BIOC1021,PHYS1421
620131126,Halsey,Kielty,Halsey.Kielty@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"ELET2405, GEOL2202","ELET2410, CHEM2111"
620131127,Dodie,Meegan,Dodie.Meegan@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,PHYS1412,"BIOC1021, PHYS1422, PHYS1421"
620131128,Urbain,Domotor,Urbain.Domotor@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOG1131,BIOC1021
620131129,Starlene,De Cristoforo,Starlene.De Cristoforo@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",GEOG3331,"GEOG2232, MATH2411"
620131130,Concettina,Arni,Concettina.Arni@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"BIOC1020, MATH2421","GEOL2201, PHYS2296, CHEM2111"
620131131,Marthe,Dirand,Marthe.Dirand@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","BIOC1020, GEOL1101, MATH1141","GEOL1104, CHEM1902"
620131132,Tana,Langdridge,Tana.Langdridge@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,"PHYS2351, CHEM2010","BIOC1021, CHEM2111"
620131133,Emlyn,Harvett,Emlyn.Harvett@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","PHYS1412, BIOC1021",MICR1010
620131134,Rosalinda,Tinmouth,Rosalinda.Tinmouth@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"MATH3405, CHEM2211, ELET3405","BIOC3011, MATH3404, MATH3424"
620131135,Gabey,Beteriss,Gabey.Beteriss@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"GEOL2202, PHYS2300, COMP3802, ELET3211","CHEM2111, GEOG2131"
620131136,Toni,Casacchia,Toni.Casacchia@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,ELET2405,"BIOC3011, MATH2403"
620131137,Elia,Wodham,Elia.Wodham@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,MICR1011,"BIOC1020, MATH1152, ELET1405"
620131138,Doralin,Try,Doralin.Try@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"ELET2430, BIOC3013","BIOL2312, PHYS3351, PHYS3300"
620131139,Cullin,Hinckley,Cullin.Hinckley@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"ELET2405, GEOG2131","ELET2410, MATH3403, ELET2210"
620131140,Wallis,Giveen,Wallis.Giveen@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",GEOL1101,"MATH1152, GEOL1103"
620131141,Benny,Brok,Benny.Brok@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,COMP3911,"CHEM2110, ELET2410, GEOG2131"
620131142,Inglebert,Vickerstaff,Inglebert.Vickerstaff@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,COMP3802,ELET2420
620131143,Jarred,Brunsden,Jarred.Brunsden@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","BIOC3013, PHYS2300","COMP3162, COMP3410, MICR2211, CHEM2111"
620131144,Montague,Coursor,Montague.Coursor@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"CHEM2402, PHYS2300, ELET3211","ELET2210, PHYS3341, GEOL2201, GEOL2203"
620131145,Armand,Leverton,Armand.Leverton@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"GEOG2131, GEOG2231, ELET3405","CHEM2111, MATH3404"
620131146,Dyan,Grazier,Dyan.Grazier@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"MICR1010, PHYS1412, GEOL1102",GEOG1132
620131147,Brooks,Francillo,Brooks.Francillo@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"COMP3652, CHEM2310, GEOG2233, ELET3430","COMP2802, MATH3424, PHYS3351, PHYS3565"
620131148,Arlin,Oury,Arlin.Oury@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,COMP3912,"COMP3162, BIOC3014, ELET2415, CHEM2110"
620131149,Bibby,Shama,Bibby.Shama@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"PHYS1411, ELET2405, BIOC2014, PHYS2351","MATH1151, GEOG2131, GEOG2232, PHYS2296"
620131150,Gris,Cluatt,Gris.Cluatt@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"ELET2405, PHYS2351","COMP3162, BIOC3011"
620131151,Cordula,Lenden,Cordula.Lenden@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","PHYS2351, GEOG2331, PHYS2300","MICR1010, GEOL2201, GEOG2332"
620131152,Davie,Moreland,Davie.Moreland@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"GEOL1101, BIOC1020, MICR1010","PHYS1421, PHYS1422"
620131153,Carlo,Worman,Carlo.Worman@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"GEOL2202, MATH3401, CHEM2011","GEOG3333, MATH3403"
620131154,Herminia,McGrirl,Herminia.McGrirl@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140",GEOL1101,"MATH2411, CHEM1902, PHYS2200"
620131155,Wilmette,Kingsford,Wilmette.Kingsford@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","GEOG2233, CHEM1901, PHYS2351",GEOL1103
620131156,Delmer,Skelhorn,Delmer.Skelhorn@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"GEOG2233, GEOL3002","GEOL2203, CHEM2111"
620131157,Judah,Lermit,Judah.Lermit@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","CHEM2010, GEOL3002","CHEM3011, COMP3410, MATH2411"
620131158,Shamus,Schneidar,Shamus.Schneidar@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","GEOL1101, MATH1141",GEOL2203
620131159,Mycah,McQueen,Mycah.McQueen@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","BIOC2014, MICR1010, GEOG2231","MATH2403, GEOG2131, CHEM2110, MICR2211"
620131160,Curcio,Lomax,Curcio.Lomax@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"MATH2404, ELET2430, GEOG2231","MATH3424, GEOG3333, GEOG2131"
620131161,Susanne,Sprankling,Susanne.Sprankling@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","PHYS1412, MICR1011, GEOL1101","GEOG2332, GEOL1103, CHEM2311"
620131162,Bernadina,Hartly,Bernadina.Hartly@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOG2231, GEOG2131, MATH2421, MATH2404","GEOG3132, MATH3403, GEOL2203, GEOG3333"
620131163,Tate,Morphey,Tate.Morphey@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"MATH2404, ELET2430, GEOG2331, MATH2421","PHYS3300, MATH3404, COMP3162"
620131164,Billy,Cornill,Billy.Cornill@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"BIOC3013, CHEM2210","PHYS2561, ELET2210, GEOG2131, PHYS3351"
620131165,Field,Mickleborough,Field.Mickleborough@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"GEOG1231, PHYS2386",GEOG2232
620131166,Iggie,Alway,Iggie.Alway@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","CHEM2210, GEOG1231","PHYS1421, BIOL2312, MICR1011, GEOG2232"
620131167,Rozella,Martello,Rozella.Martello@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,COMP3191,"GEOL2203, MATH2403"
620131168,Abbe,St Clair,Abbe.St Clair@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"GEOL3002, COMP3912, ELET2405, PHYS2351","PHYS3351, GEOG3132"
620131169,Amelina,Parman,Amelina.Parman@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"COMP3912, MATH3401","MATH2411, GEOG2232"
620131170,Raff,Bontine,Raff.Bontine@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MICR1011, MATH1142, GEOL1101","CHEM1902, BIOC1020"
620131171,Osmond,Drabble,Osmond.Drabble@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,COMP3191,"ELET2410, BIOC3014, PHYS3351, GEOG3333"
620131172,Madelin,Langdale,Madelin.Langdale@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,COMP3912,"MATH2407, MATH3424, CHEM2110, MATH3402"
620131173,Gabriella,Yellowley,Gabriella.Yellowley@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"CHEM2211, ELET2405, ELET2430, MATH3155","CHEM2311, ELET2420, ELET2410"
620131174,Everard,Gowry,Everard.Gowry@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"GEOG2331, MATH2404, PHYS2351",PHYS1422
620131175,Charline,Plaskett,Charline.Plaskett@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,CHEM2011,"BIOC1021, GEOL1104, CHEM2110, GEOG1132"
620131176,Leupold,Vedstra,Leupold.Vedstra@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","CHEM2211, GEOG2331, PHYS2386, CHEM2010",GEOG2131
620131177,Lucinda,Jerrom,Lucinda.Jerrom@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"COMP3801, ELET2430, CHEM2211","CHEM2311, COMP3162, MATH3403, PHYS3565"
620131178,Terrance,Mattiassi,Terrance.Mattiassi@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOG1231,"GEOG1232, MATH1152"
620131179,Eugenio,Verdy,Eugenio.Verdy@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,GEOG2331,"PHYS3341, PHYS2561"
620131180,Brandtr,Bodimeade,Brandtr.Bodimeade@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,CHEM2211,"CHEM2111, GEOG2232"
620131181,Gael,Shorter,Gael.Shorter@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",MATH1142,"GEOG1232, MICR1010"
620131182,Darla,Fenge,Darla.Fenge@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"GEOG1131, BIOC1020, MICR1010","PHYS1421, ELET1405"
620131183,Gunter,Rosengren,Gunter.Rosengren@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,PHYS2300,PHYS3565
620131184,Keefe,Bouts,Keefe.Bouts@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"CHEM2310, COMP3802, MATH3405, CHEM2211","CHEM3011, COMP3702, PHYS3565, ELET2210"
620131185,Natal,Hedgeman,Natal.Hedgeman@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1411, GEOL1101",CHEM1902
620131186,Halsy,Yter,Halsy.Yter@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"BIOC1021, MATH1142, GEOG1231",PHYS1422
620131187,Sibylle,Bretland,Sibylle.Bretland@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,GEOG3331,MICR2211
620131188,Phoebe,Limpricht,Phoebe.Limpricht@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOG1131, GEOG1231","PHYS1421, ELET1400"
620131189,Wolfy,Milbank,Wolfy.Milbank@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"ELET2430, MATH2421, PHYS2300","MATH3402, CHEM2110, PHYS3565"
620131190,Carey,Kunath,Carey.Kunath@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,MICR1010,"BIOC1021, BIOC1020"
620131191,Burg,Alf,Burg.Alf@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"BIOC1021, GEOG1231","BIOC1021, MICR1010"
620131192,Louie,Thouless,Louie.Thouless@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"ELET2405, GEOG3131","COMP2802, MATH2407"
620131193,Dud,Jerratsch,Dud.Jerratsch@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,PHYS2300,"CHEM2311, COMP3192"
620131194,Gertie,Greenhouse,Gertie.Greenhouse@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"CHEM2011, CHEM2310, GEOG2231",PHYS3565
620131195,Alejoa,Fourcade,Alejoa.Fourcade@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"COMP3801, MATH2421, BIOC3013","GEOL2201, ELET2415"
620131196,Pepito,Gregan,Pepito.Gregan@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"BIOC1020, MATH1141, CHEM1901","ELET1405, MATH1151, BIOC1021"
620131197,Rhodia,Hasney,Rhodia.Hasney@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","BIOC1020, MATH1142",BIOC1021
620131198,Doralynn,Brandli,Doralynn.Brandli@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"MATH3155, GEOL3002, ELET2405, GEOG3131","GEOL2201, MATH3402, MATH3403, GEOG2131"
620131199,Anthiathia,Boichat,Anthiathia.Boichat@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",BIOC1021,"BIOC1021, GEOL1104, MICR1010"
620131200,Rosella,Maleby,Rosella.Maleby@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,"GEOG2231, BIOC1021","COMP2802, GEOL2203"
620131201,Adi,Wayvill,Adi.Wayvill@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",PHYS1411,BIOC1020
620131202,Brianna,Todhunter,Brianna.Todhunter@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,PHYS1412,ELET1400
620131203,Darn,Carleman,Darn.Carleman@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"MICR1011, PHYS1411","ELET1400, ELET1405"
620131204,Paige,Bendell,Paige.Bendell@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","CHEM2310, GEOL1101, BIOC1020",BIOL2312
620131205,Mara,Gabbitas,Mara.Gabbitas@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","BIOC1021, PHYS1411, MATH1142",PHYS1422
620131206,Carol-jean,Junkison,Carol-jean.Junkison@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,"GEOG1131, CHEM2011, PHYS2351","CHEM1902, CHEM2110, MATH1151"
620131207,Dulcinea,Oxshott,Dulcinea.Oxshott@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","ELET2405, CHEM2310","COMP3162, MATH3424, GEOG3333"
620131208,Willabella,Engelbrecht,Willabella.Engelbrecht@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"MATH3401, GEOL2202, CHEM2211","GEOG2332, PHYS3351"
